"collection_name","article_id","title","doi","tags"
"Washing","7460954","Handwashing (black background) 6","https://doi.org/10.17028/rd.lboro.7460954.v1","Line drawings"
"Washing","7460948","Handwashing (black background) 5","https://doi.org/10.17028/rd.lboro.7460948.v1","Line drawings"
"Washing","7460963","Handwashing (black background) 8","https://doi.org/10.17028/rd.lboro.7460963.v1","Line drawings"
"Washing","7460939","Handwashing (black background) 3","https://doi.org/10.17028/rd.lboro.7460939.v1","Line drawings"
"Washing","7460945","Handwashing (black background) 4","https://doi.org/10.17028/rd.lboro.7460945.v1","Line drawings"
"Washing","7460957","Handwashing (black background) 7","https://doi.org/10.17028/rd.lboro.7460957.v1","Line drawings"
"Washing","7460915","Handwashing 6","https://doi.org/10.17028/rd.lboro.7460915.v1","Line drawings"
"Washing","7460921","Handwashing 8","https://doi.org/10.17028/rd.lboro.7460921.v1","Line drawings"
"Washing","7460918","Handwashing 7","https://doi.org/10.17028/rd.lboro.7460918.v1","Line drawings"
"Washing","7460927","Handwashing 9","https://doi.org/10.17028/rd.lboro.7460927.v1","Line drawings"
"Washing","7460930","Handwashing (black background) 1a","https://doi.org/10.17028/rd.lboro.7460930.v1","Line drawings"
"Washing","7460936","Handwashing (black background) 2","https://doi.org/10.17028/rd.lboro.7460936.v1","Line drawings"
"Washing","7460933","Handwashing (black background) 1b","https://doi.org/10.17028/rd.lboro.7460933.v1","Line drawings"
"Washing","7460903","Handwashing 3","https://doi.org/10.17028/rd.lboro.7460903.v1","Line drawings"
"Washing","7460912","Handwashing 5","https://doi.org/10.17028/rd.lboro.7460912.v1","Line drawings"
"Washing","7460906","Handwashing 4","https://doi.org/10.17028/rd.lboro.7460906.v1","Line drawings"
"Washing","7460897","Handwashing 1b","https://doi.org/10.17028/rd.lboro.7460897.v1","Line drawings"
"Washing","7460900","Handwashing 2","https://doi.org/10.17028/rd.lboro.7460900.v1","Line drawings"
"Washing","7460888","Brushing teeth","https://doi.org/10.17028/rd.lboro.7460888.v1","Line drawings"
"Washing","7460885","Washing at a water point","https://doi.org/10.17028/rd.lboro.7460885.v1","Line drawings"
"Washing","7460894","Handwashing 1a","https://doi.org/10.17028/rd.lboro.7460894.v1","Line drawings"
"Washing","7460891","Childbirth in hygienic conditions","https://doi.org/10.17028/rd.lboro.7460891.v1","Line drawings"
"Washing","7460858","Mother washing her child","https://doi.org/10.17028/rd.lboro.7460858.v1","Line drawings"
"Water – carrying","8095007","Typical relationship between water collection journey time and domestic consumption","https://doi.org/10.17028/rd.lboro.8095007.v1","Technical illustration and graphics"
"Water – carrying","7923818","Water consumption versus time for collection","https://doi.org/10.17028/rd.lboro.7923818.v1","Technical illustration and graphics"
"Water – carrying","7798586","Woman standing and holding a bucket of water on her head","https://doi.org/10.17028/rd.lboro.7798586.v1","Line drawings"
"Water – carrying","7798610","Woman with three water pots","https://doi.org/10.17028/rd.lboro.7798610.v1","Line drawings"
"Water – carrying","7798601","Woman walking and carrying a bucket of water on her head","https://doi.org/10.17028/rd.lboro.7798601.v1","Line drawings"
"Water – carrying","7798613","Girl with jerrycan on her back","https://doi.org/10.17028/rd.lboro.7798613.v1","Line drawings"
"Water – carrying","7798583","Woman pouring wastewater into a gutter","https://doi.org/10.17028/rd.lboro.7798583.v1","Line drawings"
"Water – carrying","7798574","Woman carrying water in a clay pot","https://doi.org/10.17028/rd.lboro.7798574.v1","Line drawings"
"Water – carrying","7798577","Woman holding a bucket of water on her head","https://doi.org/10.17028/rd.lboro.7798577.v1","Line drawings"
"Water – carrying","7798544","Man using a yoke to lift and carry two buckets of water","https://doi.org/10.17028/rd.lboro.7798544.v1","Line drawings"
"Water – carrying","7798553","Woman carrying a water pot on her back 1","https://doi.org/10.17028/rd.lboro.7798553.v1","Line drawings"
"Water – carrying","7798562","Woman carrying a water pot on her back 2","https://doi.org/10.17028/rd.lboro.7798562.v1","Line drawings"
"Water – carrying","7798565","Woman carrying water in a bucket","https://doi.org/10.17028/rd.lboro.7798565.v1","Line drawings"
"Water – carrying","7798532","Disabled woman carrying a jerrycan on her head with village","https://doi.org/10.17028/rd.lboro.7798532.v1","Line drawings"
"Water – carrying","7798535","Girl carrying a bucket 1","https://doi.org/10.17028/rd.lboro.7798535.v1","Line drawings"
"Water – carrying","7798541","Girl carrying a bucket 2","https://doi.org/10.17028/rd.lboro.7798541.v1","Line drawings"
"Water – carrying","7798523","Boy carrying a jerrycan on his head with village","https://doi.org/10.17028/rd.lboro.7798523.v1","Line drawings"
"Water – carrying","7680356","Water consumption and time to collect water","https://doi.org/10.17028/rd.lboro.7680356.v1","Technical illustration and graphics"
"Water – carrying","7680353","Water consumption and time to collect water","https://doi.org/10.17028/rd.lboro.7680353.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094776","Liner","https://doi.org/10.17028/rd.lboro.8094776.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094785","Various methods of transport","https://doi.org/10.17028/rd.lboro.8094785.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094779","Plane","https://doi.org/10.17028/rd.lboro.8094779.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094773","Car","https://doi.org/10.17028/rd.lboro.8094773.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094521","Sawn timber bridge deck","https://doi.org/10.17028/rd.lboro.8094521.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094782","Train","https://doi.org/10.17028/rd.lboro.8094782.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094770","Timber log bridge deck","https://doi.org/10.17028/rd.lboro.8094770.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094500","Timber pier","https://doi.org/10.17028/rd.lboro.8094500.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094503","Masonry arch culvert","https://doi.org/10.17028/rd.lboro.8094503.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094506","Simple R C slab deck","https://doi.org/10.17028/rd.lboro.8094506.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094518","Masonry arch culvert","https://doi.org/10.17028/rd.lboro.8094518.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094485","Masonry drift","https://doi.org/10.17028/rd.lboro.8094485.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094488","Large multibore culvert 3","https://doi.org/10.17028/rd.lboro.8094488.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094491","Masonry pier","https://doi.org/10.17028/rd.lboro.8094491.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094497","Box and slab culvert","https://doi.org/10.17028/rd.lboro.8094497.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094470","Gabion adjustment","https://doi.org/10.17028/rd.lboro.8094470.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094476","Vented ford","https://doi.org/10.17028/rd.lboro.8094476.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094482","Large multibore culvert 2","https://doi.org/10.17028/rd.lboro.8094482.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094467","Large multibore culvert 1","https://doi.org/10.17028/rd.lboro.8094467.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094473","Culvert alternative arrangements","https://doi.org/10.17028/rd.lboro.8094473.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094461","Single pipe culvert","https://doi.org/10.17028/rd.lboro.8094461.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094464","Vented ford","https://doi.org/10.17028/rd.lboro.8094464.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8094446","Gabion drift","https://doi.org/10.17028/rd.lboro.8094446.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8074583","Waste generation stages 1-4","https://doi.org/10.17028/rd.lboro.8074583.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8074580","Waste generation 1-4 alternative","https://doi.org/10.17028/rd.lboro.8074580.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8074547","Oil drum and vehicles chart","https://doi.org/10.17028/rd.lboro.8074547.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8075492","Vehicle 4","https://doi.org/10.17028/rd.lboro.8075492.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8075495","Vehicle 5","https://doi.org/10.17028/rd.lboro.8075495.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8075498","Vehicle 6","https://doi.org/10.17028/rd.lboro.8075498.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8075471","Vehicle 1","https://doi.org/10.17028/rd.lboro.8075471.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8075477","Vehicle 2","https://doi.org/10.17028/rd.lboro.8075477.v1","Technical illustration and graphics"
"Transport, roads and vehicles","8075489","Vehicle 3","https://doi.org/10.17028/rd.lboro.8075489.v1","Technical illustration and graphics"
"Transport, roads and vehicles","7797734","Zig-zag roads","https://doi.org/10.17028/rd.lboro.7797734.v1","Line drawings"
"Transport, roads and vehicles","7797737","Cycle helmet with a secure strap","https://doi.org/10.17028/rd.lboro.7797737.v1","Line drawings"
"Transport, roads and vehicles","7797731","Mechanised cleaning of an earth drain","https://doi.org/10.17028/rd.lboro.7797731.v1","Line drawings"
"Transport, roads and vehicles","7797740","Wearing a seatbelt","https://doi.org/10.17028/rd.lboro.7797740.v1","Line drawings"
"Transport, roads and vehicles","7797722","A simple ford","https://doi.org/10.17028/rd.lboro.7797722.v1","Line drawings"
"Standposts and taps","8094404","A typical apron slap and channel drain","https://doi.org/10.17028/rd.lboro.8094404.v1","Technical illustration and graphics"
"Standposts and taps","8094398","Orifice disc fitted in a standard pipe coupling","https://doi.org/10.17028/rd.lboro.8094398.v1","Technical illustration and graphics"
"Standposts and taps","8094419","Tap washer replacement","https://doi.org/10.17028/rd.lboro.8094419.v1","Technical illustration and graphics"
"Standposts and taps","8094395","Gate valve","https://doi.org/10.17028/rd.lboro.8094395.v1","Technical illustration and graphics"
"Standposts and taps","8094392","Globe valve","https://doi.org/10.17028/rd.lboro.8094392.v1","Technical illustration and graphics"
"Standposts and taps","8094383","Self-closing tap","https://doi.org/10.17028/rd.lboro.8094383.v1","Technical illustration and graphics"
"Standposts and taps","8094386","Diaphragm tap","https://doi.org/10.17028/rd.lboro.8094386.v1","Technical illustration and graphics"
"Standposts and taps","8094389","Lane tap","https://doi.org/10.17028/rd.lboro.8094389.v1","Technical illustration and graphics"
"Standposts and taps","8094374","Screw-down tap","https://doi.org/10.17028/rd.lboro.8094374.v1","Technical illustration and graphics"
"Standposts and taps","8094377","Ball-valve tap","https://doi.org/10.17028/rd.lboro.8094377.v1","Technical illustration and graphics"
"Standposts and taps","8094380","Cone-valve tap","https://doi.org/10.17028/rd.lboro.8094380.v1","Technical illustration and graphics"
"Standposts and taps","8094359","Standpost with jerrycan, plinth and funnel","https://doi.org/10.17028/rd.lboro.8094359.v1","Technical illustration and graphics"
"Standposts and taps","8094368","Soakage systems for disposal of wasted water","https://doi.org/10.17028/rd.lboro.8094368.v1","Technical illustration and graphics"
"Standposts and taps","8094365","The Captap","https://doi.org/10.17028/rd.lboro.8094365.v1","Technical illustration and graphics"
"Standposts and taps","8094371","A lockable tap","https://doi.org/10.17028/rd.lboro.8094371.v1","Technical illustration and graphics"
"Standposts and taps","8094287","Head versus discharge relationship for various types of tap","https://doi.org/10.17028/rd.lboro.8094287.v1","Technical illustration and graphics"
"Standposts and taps","8094344","Rainwater standpost","https://doi.org/10.17028/rd.lboro.8094344.v1","Technical illustration and graphics"
"Standposts and taps","8094290","Problems with taps 1","https://doi.org/10.17028/rd.lboro.8094290.v1","Technical illustration and graphics"
"Standposts and taps","8094293","Problems with taps 2","https://doi.org/10.17028/rd.lboro.8094293.v1","Technical illustration and graphics"
"Standposts and taps","8094284","An example of a variable demand pattern","https://doi.org/10.17028/rd.lboro.8094284.v1","Technical illustration and graphics"
"Standposts and taps","8069237","Soakpit","https://doi.org/10.17028/rd.lboro.8069237.v1","Technical illustration and graphics"
"Standposts and taps","8069234","Soakfield trench","https://doi.org/10.17028/rd.lboro.8069234.v1","Technical illustration and graphics"
"Standposts and taps","7784105","Woman filling a jerrycan at a standpost","https://doi.org/10.17028/rd.lboro.7784105.v1","Line drawings"
"Standposts and taps","7784111","Woman loading water onto her back at a standpost","https://doi.org/10.17028/rd.lboro.7784111.v1","Line drawings"
"Standposts and taps","7784114","Yard tap 1","https://doi.org/10.17028/rd.lboro.7784114.v1","Line drawings"
"Standposts and taps","7784117","Yard tap 2","https://doi.org/10.17028/rd.lboro.7784117.v1","Line drawings"
"Standposts and taps","7784102","Tap attached to brick wall","https://doi.org/10.17028/rd.lboro.7784102.v1","Line drawings"
"Standposts and taps","7784093","Standpost without adequate provision for drainage","https://doi.org/10.17028/rd.lboro.7784093.v1","Line drawings"
"Standposts and taps","7784096","Tap and pipework","https://doi.org/10.17028/rd.lboro.7784096.v1","Line drawings"
"Standposts and taps","7784099","Tap and vertical pipe","https://doi.org/10.17028/rd.lboro.7784099.v1","Line drawings"
"Standposts and taps","7784081","Simple standpost with water pots","https://doi.org/10.17028/rd.lboro.7784081.v1","Line drawings"
"Standposts and taps","7784084","Sink and taps","https://doi.org/10.17028/rd.lboro.7784084.v1","Line drawings"
"Standposts and taps","7784087","Standpost - fenced - with three taps","https://doi.org/10.17028/rd.lboro.7784087.v1","Line drawings"
"Standposts and taps","7784090","Standpost in disrepair","https://doi.org/10.17028/rd.lboro.7784090.v1","Line drawings"
"Standposts and taps","7784069","Buckets and two taps","https://doi.org/10.17028/rd.lboro.7784069.v1","Line drawings"
"Standposts and taps","7784075","Man at a standpost","https://doi.org/10.17028/rd.lboro.7784075.v1","Line drawings"
"Standposts and taps","7784072","Handwashing at a public standpost","https://doi.org/10.17028/rd.lboro.7784072.v1","Line drawings"
"Standposts and taps","7784078","Public standpost","https://doi.org/10.17028/rd.lboro.7784078.v1","Line drawings"
"Standposts and taps","7784066","Boy at a standpost","https://doi.org/10.17028/rd.lboro.7784066.v1","Line drawings"
"Springs","8075789","Five types of spring 1","https://doi.org/10.17028/rd.lboro.8075789.v1","Technical illustration and graphics"
"Springs","8075804","A protected spring","https://doi.org/10.17028/rd.lboro.8075804.v1","Technical illustration and graphics"
"Springs","8075981","Typical inspection chamber","https://doi.org/10.17028/rd.lboro.8075981.v1","Technical illustration and graphics"
"Springs","8075945","Typical head wall details for a protected spring without a spring box 1","https://doi.org/10.17028/rd.lboro.8075945.v1","Technical illustration and graphics"
"Springs","8075936","Typical combined inspection and collection chamber","https://doi.org/10.17028/rd.lboro.8075936.v1","Technical illustration and graphics"
"Springs","8075951","Typical head wall details for a protected spring without a spring box 2","https://doi.org/10.17028/rd.lboro.8075951.v1","Technical illustration and graphics"
"Springs","8075942","Typical gravity spring catchments","https://doi.org/10.17028/rd.lboro.8075942.v1","Technical illustration and graphics"
"Springs","8075927","Simple spring protection","https://doi.org/10.17028/rd.lboro.8075927.v1","Technical illustration and graphics"
"Springs","8075921","Protection of a small artesian spring","https://doi.org/10.17028/rd.lboro.8075921.v1","Technical illustration and graphics"
"Springs","8075930","Spring headwall and steps","https://doi.org/10.17028/rd.lboro.8075930.v1","Technical illustration and graphics"
"Springs","8075933","Spring with infiltration trenches and springbox","https://doi.org/10.17028/rd.lboro.8075933.v1","Technical illustration and graphics"
"Springs","8075909","Horizontal well - driven spring","https://doi.org/10.17028/rd.lboro.8075909.v1","Technical illustration and graphics"
"Springs","8075918","Protection of a large artesian depression spring","https://doi.org/10.17028/rd.lboro.8075918.v1","Technical illustration and graphics"
"Springs","8075915","Occurrence of springs","https://doi.org/10.17028/rd.lboro.8075915.v1","Technical illustration and graphics"
"Springs","8075846","Fissure spring of large capacity","https://doi.org/10.17028/rd.lboro.8075846.v1","Technical illustration and graphics"
"Springs","8075858","Fissure spring of small capacity","https://doi.org/10.17028/rd.lboro.8075858.v1","Technical illustration and graphics"
"Springs","8075894","Gravity depression spring","https://doi.org/10.17028/rd.lboro.8075894.v1","Technical illustration and graphics"
"Springs","8075900","Gravity overflow spring a and b","https://doi.org/10.17028/rd.lboro.8075900.v1","Technical illustration and graphics"
"Springs","8075825","Artesian overflow spring","https://doi.org/10.17028/rd.lboro.8075825.v1","Technical illustration and graphics"
"Springs","8075837","Combination spring well","https://doi.org/10.17028/rd.lboro.8075837.v1","Technical illustration and graphics"
"Springs","8075840","Aerial view of a finished spring","https://doi.org/10.17028/rd.lboro.8075840.v1","Technical illustration and graphics"
"Springs","8075810","A typical spring box 2","https://doi.org/10.17028/rd.lboro.8075810.v1","Technical illustration and graphics"
"Springs","8075813","A typical spring box 3","https://doi.org/10.17028/rd.lboro.8075813.v1","Technical illustration and graphics"
"Springs","8075819","Artesian depression spring","https://doi.org/10.17028/rd.lboro.8075819.v1","Technical illustration and graphics"
"Springs","8075822","Artesian fissure spring","https://doi.org/10.17028/rd.lboro.8075822.v1","Technical illustration and graphics"
"Springs","8075801","A typical spring box 1","https://doi.org/10.17028/rd.lboro.8075801.v1","Technical illustration and graphics"
"Springs","8075795","Five types of spring 2","https://doi.org/10.17028/rd.lboro.8075795.v1","Technical illustration and graphics"
"Springs","7784033","Unprotected spring on a hillside","https://doi.org/10.17028/rd.lboro.7784033.v1","Line drawings"
"Springs","7784036","Unprotected spring with figure","https://doi.org/10.17028/rd.lboro.7784036.v1","Line drawings"
"Springs","7784030","Spring box on a hillside","https://doi.org/10.17028/rd.lboro.7784030.v1","Line drawings"
"Springs","7784039","Washing at a spring","https://doi.org/10.17028/rd.lboro.7784039.v1","Line drawings"
"Springs","7784012","Protected spring","https://doi.org/10.17028/rd.lboro.7784012.v1","Line drawings"
"Springs","7784015","Protected spring with faults","https://doi.org/10.17028/rd.lboro.7784015.v1","Line drawings"
"Springs","7784024","Protected spring with faults","https://doi.org/10.17028/rd.lboro.7784024.v1","Line drawings"
"Springs","7784021","Protected spring with faults","https://doi.org/10.17028/rd.lboro.7784021.v1","Line drawings"
"Springs","7784027","Protected spring","https://doi.org/10.17028/rd.lboro.7784027.v1","Line drawings"
"Springs","7783997","Jerrycan at a spring","https://doi.org/10.17028/rd.lboro.7783997.v1","Line drawings"
"Springs","7784000","Protected spring with access steps and handrail","https://doi.org/10.17028/rd.lboro.7784000.v1","Line drawings"
"Springs","7784009","Protected spring","https://doi.org/10.17028/rd.lboro.7784009.v1","Line drawings"
"Springs","7784003","Protected spring with access steps","https://doi.org/10.17028/rd.lboro.7784003.v1","Line drawings"
"Springs","7783988","Collecting water from a protected spring","https://doi.org/10.17028/rd.lboro.7783988.v1","Line drawings"
"Springs","7783979","A dry spring","https://doi.org/10.17028/rd.lboro.7783979.v1","Line drawings"
"Springs","7783994","Excavating a spring","https://doi.org/10.17028/rd.lboro.7783994.v1","Line drawings"
"Springs","7688156","Three protected springs","https://doi.org/10.17028/rd.lboro.7688156.v1","Technical illustration and graphics"
"Springs","7688159","Protected side intake","https://doi.org/10.17028/rd.lboro.7688159.v1","Technical illustration and graphics"
"Springs","7688162","Protected side intake","https://doi.org/10.17028/rd.lboro.7688162.v1","Technical illustration and graphics"
"Springs","7688150","Horizontal well - driven spring","https://doi.org/10.17028/rd.lboro.7688150.v1","Technical illustration and graphics"
"Springs","7688147","Horizontal well - driven spring","https://doi.org/10.17028/rd.lboro.7688147.v1","Technical illustration and graphics"
"Springs","7688153","Three protected springs","https://doi.org/10.17028/rd.lboro.7688153.v1","Technical illustration and graphics"
"Springs","7688132","Protection of a large artesian depression spring","https://doi.org/10.17028/rd.lboro.7688132.v1","Technical illustration and graphics"
"Springs","7688135","Protection of a large artesian depression spring","https://doi.org/10.17028/rd.lboro.7688135.v1","Technical illustration and graphics"
"Springs","7688141","Combination spring well","https://doi.org/10.17028/rd.lboro.7688141.v1","Technical illustration and graphics"
"Springs","7688144","Combination spring well","https://doi.org/10.17028/rd.lboro.7688144.v1","Technical illustration and graphics"
"Springs","7688096","Fissure spring of large capacity","https://doi.org/10.17028/rd.lboro.7688096.v1","Technical illustration and graphics"
"Springs","7688102","Fissure spring of large capacity","https://doi.org/10.17028/rd.lboro.7688102.v1","Technical illustration and graphics"
"Springs","7688123","Protection of a small artesian spring","https://doi.org/10.17028/rd.lboro.7688123.v1","Technical illustration and graphics"
"Springs","7688126","Protection of a small artesian spring","https://doi.org/10.17028/rd.lboro.7688126.v1","Technical illustration and graphics"
"Springs","7688084","Spring headwall and steps","https://doi.org/10.17028/rd.lboro.7688084.v1","Technical illustration and graphics"
"Springs","7688087","Fissure spring of small capacity","https://doi.org/10.17028/rd.lboro.7688087.v1","Technical illustration and graphics"
"Springs","7688090","Fissure spring of small capacity","https://doi.org/10.17028/rd.lboro.7688090.v1","Technical illustration and graphics"
"Springs","7688078","Spring with infiltration trenches and springbox","https://doi.org/10.17028/rd.lboro.7688078.v1","Technical illustration and graphics"
"Springs","7688069","Typical combined inspection and collection chamber","https://doi.org/10.17028/rd.lboro.7688069.v1","Technical illustration and graphics"
"Springs","7688072","Typical combined inspection and collection chamber","https://doi.org/10.17028/rd.lboro.7688072.v1","Technical illustration and graphics"
"Springs","7688075","Spring with infiltration trenches and springbox","https://doi.org/10.17028/rd.lboro.7688075.v1","Technical illustration and graphics"
"Springs","7688018","Typical gravity spring catchments","https://doi.org/10.17028/rd.lboro.7688018.v1","Technical illustration and graphics"
"Springs","7688039","Typical gravity spring catchments","https://doi.org/10.17028/rd.lboro.7688039.v1","Technical illustration and graphics"
"Springs","7688054","Typical inspection chamber","https://doi.org/10.17028/rd.lboro.7688054.v1","Technical illustration and graphics"
"Springs","7688081","Spring headwall and steps","https://doi.org/10.17028/rd.lboro.7688081.v1","Technical illustration and graphics"
"Springs","7688057","Typical inspection chamber","https://doi.org/10.17028/rd.lboro.7688057.v1","Technical illustration and graphics"
"Springs","7688000","Simple spring protection","https://doi.org/10.17028/rd.lboro.7688000.v1","Technical illustration and graphics"
"Springs","7688003","Simple spring protection","https://doi.org/10.17028/rd.lboro.7688003.v1","Technical illustration and graphics"
"Springs","7688012","A protected spring","https://doi.org/10.17028/rd.lboro.7688012.v1","Technical illustration and graphics"
"Springs","7688009","A protected spring","https://doi.org/10.17028/rd.lboro.7688009.v1","Technical illustration and graphics"
"Springs","7687925","Artesian fissure spring","https://doi.org/10.17028/rd.lboro.7687925.v1","Technical illustration and graphics"
"Springs","7687928","Artesian fissure spring","https://doi.org/10.17028/rd.lboro.7687928.v1","Technical illustration and graphics"
"Springs","7687931","Artesian overflow spring","https://doi.org/10.17028/rd.lboro.7687931.v1","Technical illustration and graphics"
"Springs","7687940","Artesian overflow spring","https://doi.org/10.17028/rd.lboro.7687940.v1","Technical illustration and graphics"
"Springs","7687907","Gravity overflow spring a and b","https://doi.org/10.17028/rd.lboro.7687907.v1","Technical illustration and graphics"
"Springs","7687886","Gravity overflow spring a and b","https://doi.org/10.17028/rd.lboro.7687886.v1","Technical illustration and graphics"
"Springs","7687910","Artesian depression spring","https://doi.org/10.17028/rd.lboro.7687910.v1","Technical illustration and graphics"
"Springs","7687871","Gravity depression spring","https://doi.org/10.17028/rd.lboro.7687871.v1","Technical illustration and graphics"
"Springs","7687874","Gravity depression spring","https://doi.org/10.17028/rd.lboro.7687874.v1","Technical illustration and graphics"
"Springs","7687841","Occurrence of springs","https://doi.org/10.17028/rd.lboro.7687841.v1","Technical illustration and graphics"
"Solid waste management","8074631","Capping layer","https://doi.org/10.17028/rd.lboro.8074631.v1","Technical illustration and graphics"
"Solid waste management","8074646","Communal bin","https://doi.org/10.17028/rd.lboro.8074646.v1","Technical illustration and graphics"
"Solid waste management","8074634","Categories of waste from medical centres","https://doi.org/10.17028/rd.lboro.8074634.v1","Technical illustration and graphics"
"Solid waste management","8074643","Communal bin with lid","https://doi.org/10.17028/rd.lboro.8074643.v1","Technical illustration and graphics"
"Solid waste management","8074601","Bin 1","https://doi.org/10.17028/rd.lboro.8074601.v1","Technical illustration and graphics"
"Solid waste management","8074607","Bin 2","https://doi.org/10.17028/rd.lboro.8074607.v1","Technical illustration and graphics"
"Solid waste management","8074616","Bin 4","https://doi.org/10.17028/rd.lboro.8074616.v1","Technical illustration and graphics"
"Solid waste management","8074610","Bin 3","https://doi.org/10.17028/rd.lboro.8074610.v1","Technical illustration and graphics"
"Solid waste management","8074583","Waste generation stages 1-4","https://doi.org/10.17028/rd.lboro.8074583.v1","Technical illustration and graphics"
"Solid waste management","8074586","Paper waste diagram","https://doi.org/10.17028/rd.lboro.8074586.v1","Technical illustration and graphics"
"Solid waste management","8074595","Bin with hatch","https://doi.org/10.17028/rd.lboro.8074595.v1","Technical illustration and graphics"
"Solid waste management","8074592","A small enclosure","https://doi.org/10.17028/rd.lboro.8074592.v1","Technical illustration and graphics"
"Solid waste management","8074568","Source to collection","https://doi.org/10.17028/rd.lboro.8074568.v1","Technical illustration and graphics"
"Solid waste management","8074571","Types of waste","https://doi.org/10.17028/rd.lboro.8074571.v1","Technical illustration and graphics"
"Solid waste management","8074580","Waste generation 1-4 alternative","https://doi.org/10.17028/rd.lboro.8074580.v1","Technical illustration and graphics"
"Solid waste management","8074547","Oil drum and vehicles chart","https://doi.org/10.17028/rd.lboro.8074547.v1","Technical illustration and graphics"
"Solid waste management","8074556","Round trip time in minutes","https://doi.org/10.17028/rd.lboro.8074556.v1","Technical illustration and graphics"
"Solid waste management","8074559","Savings versus costs","https://doi.org/10.17028/rd.lboro.8074559.v1","Technical illustration and graphics"
"Solid waste management","8074562","Source dealers","https://doi.org/10.17028/rd.lboro.8074562.v1","Technical illustration and graphics"
"Solid waste management","8074517","Clay embankment with leacate water table","https://doi.org/10.17028/rd.lboro.8074517.v1","Technical illustration and graphics"
"Solid waste management","8074523","Flowchart and decision areas for storage and collection","https://doi.org/10.17028/rd.lboro.8074523.v1","Technical illustration and graphics"
"Solid waste management","8074544","Initial enquiries to long-term solutions","https://doi.org/10.17028/rd.lboro.8074544.v1","Technical illustration and graphics"
"Solid waste management","8069288","Process of design","https://doi.org/10.17028/rd.lboro.8069288.v1","Technical illustration and graphics"
"Solid waste management","8069300","Solid waste management processes","https://doi.org/10.17028/rd.lboro.8069300.v1","Technical illustration and graphics"
"Solid waste management","8069294","Common design process","https://doi.org/10.17028/rd.lboro.8069294.v1","Technical illustration and graphics"
"Solid waste management","8074514","Assessment of waste to long-term solutions","https://doi.org/10.17028/rd.lboro.8074514.v1","Technical illustration and graphics"
"Solid waste management","8074640","Communal bin made from an old all drum","https://doi.org/10.17028/rd.lboro.8074640.v1","Technical illustration and graphics"
"Solid waste management","8075177","Transferring waste from a communal bin","https://doi.org/10.17028/rd.lboro.8075177.v1","Technical illustration and graphics"
"Solid waste management","8075189","Transferring waste from a high level into trailer","https://doi.org/10.17028/rd.lboro.8075189.v1","Technical illustration and graphics"
"Solid waste management","8075195","Transferring waste from wheelbarrow into the back of a lorry","https://doi.org/10.17028/rd.lboro.8075195.v1","Technical illustration and graphics"
"Solid waste management","8075183","Transferring waste from a cycle-cart and trailer","https://doi.org/10.17028/rd.lboro.8075183.v1","Technical illustration and graphics"
"Solid waste management","8074850","Simple landfilling","https://doi.org/10.17028/rd.lboro.8074850.v1","Technical illustration and graphics"
"Solid waste management","8074856","Single lever transfer","https://doi.org/10.17028/rd.lboro.8074856.v1","Technical illustration and graphics"
"Solid waste management","8074922","Transferring waste at a landfill site","https://doi.org/10.17028/rd.lboro.8074922.v1","Technical illustration and graphics"
"Solid waste management","8074844","Simple incinerator using and oil drum","https://doi.org/10.17028/rd.lboro.8074844.v1","Technical illustration and graphics"
"Solid waste management","8074838","Refuse collection","https://doi.org/10.17028/rd.lboro.8074838.v1","Technical illustration and graphics"
"Solid waste management","8074841","Sharps pit","https://doi.org/10.17028/rd.lboro.8074841.v1","Technical illustration and graphics"
